736,0.000688098,0.000266072,0
737,0.000639786,0.000247459,0
738,0.000594973,0.000230192,0
739,0.000553529,0.000214223,0
740,0.000515311,0.000199495,0
741,0.000480123,0.000185934,0
742,0.000447625,0.000173407,0
743,0.000417485,0.000161787,0
744,0.000389422,0.000150964,0
745,0.000363197,0.000140847,0
746,0.000338628,0.000131364,0
747,0.000315645,0.000122491,0
748,0.000294197,0.000114206,0
749,0.000274224,0.000106489,0
750,0.000255662,9.93144E-05,0
751,0.000238439,9.26551E-05,0
752,0.000222453,8.64723E-05,0
753,0.000207604,8.07278E-05,0
754,0.000193802,7.53872E-05,0
755,0.000180965,7.04188E-05,0
756,0.000169017,6.57934E-05,0
757,0.000157884,6.14825E-05,0
758,0.000147499,5.74601E-05,0
759,0.000137803,5.37027E-05,0
760,0.000128739,5.01893E-05,0
761,0.000120264,4.69025E-05,0
762,0.00011235,4.38317E-05,0
763,0.000104973,4.09678E-05,0
764,9.8106E-05,3.83012E-05,0
765,9.17248E-05,3.58222E-05,0
766,8.57986E-05,3.3519E-05,0
767,8.02817E-05,3.13742E-05,0
768,7.51301E-05,2.93707E-05,0
769,7.03057E-05,2.74938E-05,0
770,6.57753E-05,2.57308E-05,0
771,6.15151E-05,2.40725E-05,0
772,5.75203E-05,2.2517E-05,0
773,5.37881E-05,2.10635E-05,0
774,5.03135E-05,1.97099E-05,0
775,4.70892E-05,1.84535E-05,0
776,4.41032E-05,1.72898E-05,0
777,4.13315E-05,1.62093E-05,0
778,3.87499E-05,1.52026E-05,0
779,3.63376E-05,1.42617E-05,0
780,3.40765E-05,1.33795E-05,0
